Piezómetro,Fecha,Cota Terreno,Lectura mes ant,Lectura mes act,Cota del nivel de agua (msnm)
20,10/11/2014,3.14,0.60,0.94,2.20
21,10/11/2014,3.00,1.03,0.77,2.23
22,10/11/2014,3.02,1.37,0.89,2.13
23,10/11/2014,2.82,1.39,1.08,1.74
24,10/11/2014,3.83,,,2.66
25,10/11/2014,3.92,1.08,0.91,3.41
26,10/11/2014,4.06,0.94,1.17,3.55
27,10/11/2014,4.66,0.90,0.51,4.15
28,10/11/2014,4.58,1.04,1.16,3.42
29,10/11/2014,4.13,1.15,0.94,3.19
30,10/11/2014,3.45,1.18,0.95,2.50
31,10/11/2014,2.75,0.86,0.98,1.77
32,10/11/2014,2.49,0.85,1.18,1.31
33,10/11/2014,2.77,0.79,0.84,1.93
34,10/11/2014,2.62,0.75,0.19,2.43
1,13/12/2014,2.67,1.06,1.18,1.49
2,13/12/2014,1.90,0.71,0.81,1.09
3,13/12/2014,1.82,0.81,0.59,1.23
4,13/12/2014,3.34,1.15,1.16,2.18
5,13/12/2014,3.11,0.30,0.56,2.55
6,13/12/2014,3.09,1.01,1.12,1.97
7,13/12/2014,2.14,0.65,0.76,1.38
8,13/12/2014,2.20,0.67,0.79,1.41
9,13/12/2014,3.84,1.23,1.47,2.37
10,13/12/2014,3.86,0.94,0.93,2.93
11,13/12/2014,3.27,1.01,0.95,2.32
12,13/12/2014,3.20,1.07,0.90,2.30
13,13/12/2014,3.13,1.23,1.05,2.08
14,13/12/2014,2.18,0.65,0.56,1.62
15,13/12/2014,2.39,0.71,0.54,1.85
16,13/12/2014,2.83,1.03,1.00,1.83
17,13/12/2014,2.93,0.83,0.79,2.14
18,13/12/2014,3.19,0.70,0.86,2.33
19,13/12/2014,4.20,1.35,1.90,2.30
20,13/12/2014,3.14,0.94,0.39,2.75
21,13/12/2014,3.00,0.77,0.72,2.28
22,13/12/2014,3.02,0.89,1.33,1.69
23,13/12/2014,2.82,1.08,1.40,1.42
24,13/12/2014,3.83,,,2.33
25,13/12/2014,3.92,0.91,1.48,3.23
26,13/12/2014,4.06,1.17,1.50,3.37
27,13/12/2014,4.66,0.51,0.69,3.97
28,13/12/2014,4.58,1.16,1.46,3.12
29,13/12/2014,4.13,0.94,1.42,2.71
30,13/12/2014,3.45,0.95,1.30,2.15
31,13/12/2014,2.75,0.98,0.85,1.90
32,13/12/2014,2.49,1.18,0.83,1.66
33,13/12/2014,2.77,0.84,0.89,1.88
34,13/12/2014,2.62,0.19,0.75,1.87
1,1/1/2013,2.67,0.85,0.94,1.73
2,1/1/2013,1.90,0.64,0.55,1.35
3,1/1/2013,1.82,0.55,0.61,1.21
4,1/1/2013,3.34,1.42,1.35,1.99
5,1/1/2013,3.11,0.54,0.17,2.94
6,1/1/2013,3.09,0.94,0.55,2.54
7,1/1/2013,2.14,0.58,0.95,1.19
8,1/1/2013,2.20,0.45,0.43,1.77
9,1/1/2013,3.84,1.60,1.53,2.31
10,1/1/2013,3.86,1.24,1.58,2.28
11,1/1/2013,3.27,0.83,,3.27
12,1/1/2013,3.20,0.69,,3.20
13,1/1/2013,3.13,0.85,0.68,2.45
14,1/1/2013,2.18,0.62,0.50,1.68
15,1/1/2013,2.39,0.63,,2.39
16,1/1/2013,2.83,0.84,0.29,2.54
17,1/1/2013,2.93,0.69,0.24,2.69
18,1/1/2013,3.19,0.58,,3.19
19,1/1/2013,4.20,1.49,0.33,3.87
20,1/1/2013,3.14,0.94,,3.14
21,1/1/2013,3.00,0.63,0.13,2.87
22,1/1/2013,3.02,1.00,0.63,2.39
23,1/1/2013,2.82,1.02,0.92,1.90
24,1/1/2013,3.83,1.05,0.82,3.01
25,1/1/2013,3.92,1.22,0.24,3.68
26,1/1/2013,4.06,,,4.06
27,1/1/2013,4.66,1.15,0.67,3.99
28,1/1/2013,4.58,0.85,0.26,4.32
29,1/1/2013,4.13,0.88,0.30,3.83
30,1/1/2013,3.45,0.20,0.27,3.18
31,1/1/2013,2.75,1.08,0.85,1.90
32,1/1/2013,2.49,0.87,0.15,2.34
33,1/1/2013,2.77,1.23,0.86,1.91
34,1/1/2013,2.62,0.95,0.66,1.96
1,1/2/2013,2.67,0.94,1.80,0.87
2,1/2/2013,1.90,0.55,0.43,1.47
3,1/2/2013,1.82,0.61,0.60,1.22
4,1/2/2013,3.34,1.35,1.30,2.04
5,1/2/2013,3.11,0.17,0.12,2.99
6,1/2/2013,3.09,0.55,1.07,2.02
7,1/2/2013,2.14,0.95,0.77,1.37
8,1/2/2013,2.20,0.43,0.31,1.89
9,1/2/2013,3.84,1.53,1.11,2.73
10,1/2/2013,3.86,1.58,0.59,3.27
11,1/2/2013,3.27,,0.46,2.81
12,1/2/2013,3.20,,0.50,2.70
13,1/2/2013,3.13,0.68,0.58,2.55
14,1/2/2013,2.18,0.50,0.30,1.88
15,1/2/2013,2.39,,0.50,1.89
16,1/2/2013,2.83,0.29,0.25,2.58
17,1/2/2013,2.93,0.24,0.18,2.75
18,1/2/2013,3.19,,0.47,2.72
19,1/2/2013,4.20,0.33,0.85,3.35
20,1/2/2013,3.14,,0.28,2.86
21,1/2/2013,3.00,0.13,0.13,2.87
22,1/2/2013,3.02,0.63,0.85,2.17
23,1/2/2013,2.82,0.92,0.69,2.13
24,1/2/2013,3.83,0.82,,3.83
25,1/2/2013,3.92,0.24,0.17,3.75
26,1/2/2013,4.06,,0.70,3.36
27,1/2/2013,4.66,0.67,0.65,4.01
28,1/2/2013,4.58,0.26,0.40,4.18
29,1/2/2013,4.13,0.30,0.29,3.84
30,1/2/2013,3.45,0.27,0.21,3.24
31,1/2/2013,2.75,0.85,0.40,2.35
32,1/2/2013,2.49,0.15,0.39,2.10
33,1/2/2013,2.77,0.86,0.21,2.56
34,1/2/2013,2.62,0.66,0.65,1.97
1,01/03/2013,2.67,1.80,1.00,1.67
2,01/03/2013,1.90,0.43,0.42,1.48
3,01/03/2013,1.82,0.60,0.62,1.20
4,01/03/2013,3.34,1.30,1.34,2.00
5,01/03/2013,3.11,0.12,0.12,2.99
6,01/03/2013,3.09,1.07,0.97,2.12
7,01/03/2013,2.14,0.77,0.77,1.37
8,01/03/2013,2.20,0.31,0.34,1.86
9,01/03/2013,3.84,1.11,1.07,2.77
10,01/03/2013,3.86,0.59,0.57,3.29
11,01/03/2013,3.27,0.46,0.28,2.99
12,01/03/2013,3.20,0.50,0.31,2.89
13,01/03/2013,3.13,0.58,0.38,2.75
14,01/03/2013,2.18,0.30,0.30,1.88
15,01/03/2013,2.39,0.50,0.03,2.36
16,01/03/2013,2.83,0.25,0.18,2.65
17,01/03/2013,2.93,0.18,0.18,2.75
18,01/03/2013,3.19,0.47,0.19,3.00
19,01/03/2013,4.20,0.85,0.48,3.72
20,01/03/2013,3.14,0.28,0.23,2.91
21,01/03/2013,3.00,0.13,0.15,2.85
22,01/03/2013,3.02,0.85,0.80,2.22
23,01/03/2013,2.82,0.69,0.55,2.27
24,01/03/2013,3.83,,,3.83
25,01/03/2013,3.92,0.17,0.16,3.76
26,01/03/2013,4.06,0.70,0.60,3.46
27,01/03/2013,4.66,0.65,0.20,4.46
28,01/03/2013,4.58,0.40,0.40,4.18
29,01/03/2013,4.13,0.29,0.24,3.89
30,01/03/2013,3.45,0.21,0.28,3.17
31,01/03/2013,2.75,0.40,0.48,2.27
32,01/03/2013,2.49,0.39,0.34,2.15
33,01/03/2013,2.77,0.21,0.21,2.56
34,01/03/2013,2.62,0.65,0.54,2.08
1,18/04/2013,2.67,1.00,1.01,1.66
2,18/04/2013,1.90,0.42,0.35,1.55
3,18/04/2013,1.82,0.62,0.40,1.42
4,18/04/2013,3.34,1.34,1.38,1.96
5,18/04/2013,3.11,0.12,0.11,3.00
6,18/04/2013,3.09,0.97,1.01,2.08
7,18/04/2013,2.14,0.77,0.80,1.34
8,18/04/2013,2.20,0.34,0.38,1.82
9,18/04/2013,3.84,1.07,1.17,2.67
10,18/04/2013,3.86,0.57,0.88,2.98
11,18/04/2013,3.27,0.28,0.27,3.00
12,18/04/2013,3.20,0.31,0.24,2.96
13,18/04/2013,3.13,0.38,0.60,2.53
14,18/04/2013,2.18,0.30,0.20,1.98
15,18/04/2013,2.39,0.03,0.50,1.89
16,18/04/2013,2.83,0.18,0.33,2.50
17,18/04/2013,2.93,0.18,0.20,2.73
18,18/04/2013,3.19,0.19,0.28,2.91
19,18/04/2013,4.20,0.48,0.70,3.50
20,18/04/2013,3.14,0.23,0.28,2.86
21,18/04/2013,3.00,0.15,0.15,2.85
22,18/04/2013,3.02,0.80,0.86,2.16
23,18/04/2013,2.82,0.55,0.60,2.22
24,18/04/2013,3.83,,,3.83
25,18/04/2013,3.92,0.16,0.22,3.70
26,18/04/2013,4.06,0.60,0.65,3.41
27,18/04/2013,4.66,0.20,0.30,4.36
28,18/04/2013,4.58,0.40,0.47,4.11
29,18/04/2013,4.13,0.24,0.32,3.81
30,18/04/2013,3.45,0.28,0.35,3.10
31,18/04/2013,2.75,0.48,0.52,2.23
32,18/04/2013,2.49,0.34,0.38,2.11
33,18/04/2013,2.77,0.21,0.27,2.50
34,18/04/2013,2.62,0.54,0.59,2.03
1,15/05/2013,2.67,1.01,0.98,1.69
2,15/05/2013,1.90,0.35,0.45,1.45
3,15/05/2013,1.82,0.40,0.55,1.27
4,15/05/2013,3.34,1.38,1.46,1.88
5,15/05/2013,3.11,0.11,0.45,2.66
6,15/05/2013,3.09,1.01,1.04,2.05
7,15/05/2013,2.14,0.80,0.75,1.39
8,15/05/2013,2.20,0.38,0.45,1.75
9,15/05/2013,3.84,1.17,1.22,2.62
10,15/05/2013,3.86,0.88,0.65,3.21
11,15/05/2013,3.27,0.27,0.88,2.39
12,15/05/2013,3.20,0.24,1.27,1.93
13,15/05/2013,3.13,0.60,0.99,2.14
14,15/05/2013,2.18,0.20,0.70,1.48
15,15/05/2013,2.39,0.50,0.66,1.73
16,15/05/2013,2.83,0.33,1.07,1.76
17,15/05/2013,2.93,0.20,0.85,2.08
18,15/05/2013,3.19,0.28,0.88,2.31
19,15/05/2013,4.20,0.70,1.28,2.92
20,15/05/2013,3.14,0.28,0.97,2.17
21,15/05/2013,3.00,0.15,0.81,2.19
22,15/05/2013,3.02,0.86,1.23,1.79
23,15/05/2013,2.82,0.60,1.30,1.52
24,15/05/2013,3.83,,,3.83
25,15/05/2013,3.92,0.22,0.87,3.05
26,15/05/2013,4.06,0.65,0.93,3.13
27,15/05/2013,4.66,0.30,0.90,3.76
28,15/05/2013,4.58,0.47,0.36,4.22
29,15/05/2013,4.13,0.32,1.08,3.05
30,15/05/2013,3.45,0.35,0.96,2.49
31,15/05/2013,2.75,0.52,0.88,1.87
32,15/05/2013,2.49,0.38,0.80,1.69
33,15/05/2013,2.77,0.27,0.74,2.03
34,15/05/2013,2.62,0.59,0.58,2.04
1,10/6/2013,2.67,0.98,1.07,1.60
2,10/6/2013,1.90,0.45,0.52,1.38
3,10/6/2013,1.82,0.55,0.65,1.17
4,10/6/2013,3.34,1.46,1.42,1.92
5,10/6/2013,3.11,0.45,0.63,2.48
6,10/6/2013,3.09,1.04,1.24,1.85
7,10/6/2013,2.14,0.75,0.83,1.31
8,10/6/2013,2.20,0.45,1.09,1.11
9,10/6/2013,3.84,1.22,1.36,2.48
10,10/6/2013,3.86,0.65,0.90,2.96
11,10/6/2013,3.27,0.88,1.00,2.27
12,10/6/2013,3.20,1.27,1.32,1.88
13,10/6/2013,3.13,0.99,1.22,1.91
14,10/6/2013,2.18,0.70,0.70,1.48
15,10/6/2013,2.39,0.66,0.86,1.53
16,10/6/2013,2.83,1.07,1.30,1.53
17,10/6/2013,2.93,0.85,1.20,1.73
18,10/6/2013,3.19,0.88,1.00,2.19
19,10/6/2013,4.20,1.28,1.38,2.82
20,10/6/2013,3.14,0.97,1.22,1.92
21,10/6/2013,3.00,0.81,1.16,1.84
22,10/6/2013,3.02,1.23,1.27,1.75
23,10/6/2013,2.82,1.30,1.29,1.53
24,10/6/2013,3.83,,,3.83
25,10/6/2013,3.92,0.87,1.22,2.70
26,10/6/2013,4.06,0.93,1.20,2.86
27,10/6/2013,4.66,0.90,1.32,3.34
28,10/6/2013,4.58,0.36,1.33,3.25
29,10/6/2013,4.13,1.08,1.30,2.83
30,10/6/2013,3.45,0.96,1.25,2.20
31,10/6/2013,2.75,0.88,1.21,1.54
32,10/6/2013,2.49,0.80,1.20,1.29
33,10/6/2013,2.77,0.74,1.24,1.53
34,10/6/2013,2.62,0.58,1.16,1.46
1,9/7/2013,2.67,1.07,1.05,1.62
2,9/7/2013,1.90,0.52,0.46,1.44
3,9/7/2013,1.82,0.65,0.52,1.30
4,9/7/2013,3.34,1.42,1.58,1.76
5,9/7/2013,3.11,0.63,0.67,2.44
6,9/7/2013,3.09,1.24,1.18,1.91
7,9/7/2013,2.14,0.83,0.89,1.25
8,9/7/2013,2.20,1.09,0.61,1.59
9,9/7/2013,3.84,1.36,1.96,1.88
10,9/7/2013,3.86,0.90,0.92,2.94
11,9/7/2013,3.27,1.00,1.08,2.19
12,9/7/2013,3.20,1.32,1.17,2.03
13,9/7/2013,3.13,1.22,1.11,2.02
14,9/7/2013,2.18,0.70,0.93,1.25
15,9/7/2013,2.39,0.86,0.50,1.89
16,9/7/2013,2.83,1.30,1.04,1.79
17,9/7/2013,2.93,1.20,1.02,1.91
18,9/7/2013,3.19,1.00,0.95,2.24
19,9/7/2013,4.20,1.38,1.92,2.28
20,9/7/2013,3.14,1.22,1.08,2.06
21,9/7/2013,3.00,1.16,0.97,2.03
22,9/7/2013,3.02,1.27,1.22,1.80
23,9/7/2013,2.82,1.29,1.32,1.50
24,9/7/2013,3.83,,1.42,2.41
25,9/7/2013,3.92,1.22,1.18,2.74
26,9/7/2013,4.06,1.20,,4.06
27,9/7/2013,4.66,1.32,1.10,3.56
28,9/7/2013,4.58,1.33,1.19,3.39
29,9/7/2013,4.13,1.30,1.40,2.73
30,9/7/2013,3.45,1.25,1.31,2.14
31,9/7/2013,2.75,1.21,1.08,1.67
32,9/7/2013,2.49,1.20,1.06,1.43
33,9/7/2013,2.77,1.24,0.96,1.81
34,9/7/2013,2.62,1.16,0.80,1.82
1,12/8/2013,2.67,1.05,0.57,2.10
2,12/8/2013,1.90,0.46,0.74,1.16
3,12/8/2013,1.82,0.52,0.76,1.06
4,12/8/2013,3.34,1.58,1.43,1.91
5,12/8/2013,3.11,0.67,0.83,2.28
6,12/8/2013,3.09,1.18,1.15,1.94
7,12/8/2013,2.14,0.89,1.06,1.08
8,12/8/2013,2.20,0.61,0.68,1.52
9,12/8/2013,3.84,1.96,2.31,1.53
10,12/8/2013,3.86,0.92,1.16,2.70
11,12/8/2013,3.27,1.08,1.20,2.07
12,12/8/2013,3.20,1.17,1.39,1.81
13,12/8/2013,3.13,1.11,1.30,1.83
14,12/8/2013,2.18,0.93,0.62,1.56
15,12/8/2013,2.39,0.50,0.89,1.50
16,12/8/2013,2.83,1.04,1.26,1.57
17,12/8/2013,2.93,1.02,1.24,1.69
18,12/8/2013,3.19,0.95,0.41,2.78
19,12/8/2013,4.20,1.92,2.48,1.72
20,12/8/2013,3.14,1.08,1.20,1.94
21,12/8/2013,3.00,0.97,1.44,1.56
22,12/8/2013,3.02,1.22,1.26,1.76
23,12/8/2013,2.82,1.32,1.32,1.50
24,12/8/2013,3.83,1.42,1.21,2.62
25,12/8/2013,3.92,1.18,1.32,2.60
26,12/8/2013,4.06,,,4.06
27,12/8/2013,4.66,1.10,1.44,3.22
28,12/8/2013,4.58,1.19,0.88,3.70
29,12/8/2013,4.13,1.40,1.14,2.99
30,12/8/2013,3.45,1.31,0.91,2.54
31,12/8/2013,2.75,1.08,1.10,1.65
32,12/8/2013,2.49,1.06,1.35,1.14
33,12/8/2013,2.77,0.96,1.17,1.60
34,12/8/2013,2.62,0.80,1.15,1.47
1,17/09/2013,2.67,0.57,0.84,1.83
2,17/09/2013,1.90,0.74,0.46,1.44
3,17/09/2013,1.82,0.76,0.47,1.35
4,17/09/2013,3.34,1.43,1.22,2.12
5,17/09/2013,3.11,0.83,0.79,2.32
6,17/09/2013,3.09,1.15,1.17,1.92
7,17/09/2013,2.14,1.06,0.83,1.31
8,17/09/2013,2.20,0.68,0.53,1.67
9,17/09/2013,3.84,2.31,1.39,2.45
10,17/09/2013,3.86,1.16,0.99,2.87
11,17/09/2013,3.27,1.20,1.16,2.11
12,17/09/2013,3.20,1.39,1.13,2.07
13,17/09/2013,3.13,1.30,1.14,1.99
14,17/09/2013,2.18,0.62,0.90,1.28
15,17/09/2013,2.39,0.89,0.82,1.57
16,17/09/2013,2.83,1.26,0.78,2.05
17,17/09/2013,2.93,1.24,0.73,2.20
18,17/09/2013,3.19,0.41,0.92,2.27
19,17/09/2013,4.20,2.48,1.73,2.47
20,17/09/2013,3.14,1.20,0.92,2.22
21,17/09/2013,3.00,1.44,0.94,2.06
22,17/09/2013,3.02,1.26,1.41,1.61
23,17/09/2013,2.82,1.32,1.55,1.27
24,17/09/2013,3.83,1.21,,3.83
25,17/09/2013,3.92,1.32,1.49,2.43
26,17/09/2013,4.06,,1.30,2.76
27,17/09/2013,4.66,1.44,0.47,4.19
28,17/09/2013,4.58,0.88,0.50,4.08
29,17/09/2013,4.13,1.14,1.34,2.79
30,17/09/2013,3.45,0.91,1.13,2.32
31,17/09/2013,2.75,1.10,1.30,1.45
32,17/09/2013,2.49,1.35,1.03,1.46
33,17/09/2013,2.77,1.17,0.91,1.86
34,17/09/2013,2.62,1.15,0.92,1.70
1,14/10/2013,2.67,0.84,0.92,1.75
2,14/10/2013,1.90,0.46,0.68,1.22
3,14/10/2013,1.82,0.47,0.74,1.08
4,14/10/2013,3.34,1.22,2.19,1.15
5,14/10/2013,3.11,0.79,0.70,2.41
6,14/10/2013,3.09,1.17,1.30,1.79
7,14/10/2013,2.14,0.83,1.04,1.10
8,14/10/2013,2.20,0.53,0.59,1.61
9,14/10/2013,3.84,1.39,2.39,1.45
10,14/10/2013,3.86,0.99,1.12,2.74
11,14/10/2013,3.27,1.16,0.95,2.32
12,14/10/2013,3.20,1.13,1.06,2.14
13,14/10/2013,3.13,1.14,1.34,1.79
14,14/10/2013,2.18,0.90,0.66,1.52
15,14/10/2013,2.39,0.82,0.79,1.60
16,14/10/2013,2.83,0.78,1.10,1.73
17,14/10/2013,2.93,0.73,0.88,2.05
18,14/10/2013,3.19,0.92,0.78,2.41
19,14/10/2013,4.20,1.73,2.41,1.79
20,14/10/2013,3.14,0.92,1.40,1.74
21,14/10/2013,3.00,0.94,1.04,1.96
22,14/10/2013,3.02,1.41,1.16,1.86
23,14/10/2013,2.82,1.55,1.10,1.72
24,14/10/2013,3.83,,1.22,2.61
25,14/10/2013,3.92,1.49,1.36,2.56
26,14/10/2013,4.06,1.30,,4.06
27,14/10/2013,4.66,0.47,1.40,3.26
28,14/10/2013,4.58,0.50,1.44,3.14
29,14/10/2013,4.13,1.34,1.61,2.52
30,14/10/2013,3.45,1.13,1.11,2.34
31,14/10/2013,2.75,1.30,1.05,1.70
32,14/10/2013,2.49,1.03,1.16,1.33
